text,label
"For the past few weeks, I have had shortness of breath. I have asthma and I often experience chest tightness. I am currently taking inhaler.",medication
I have been experiencing severe headache. I have migraine and I often experience sensitivity to light. I am currently taking metformin.,medication
I am suffering from nasal congestion. I have sinusitis and I often experience nasal congestion. I am allergic to gluten.,allergy
"For the past few weeks, I have had nasal congestion. I have sinusitis and I often experience facial pain. I have heart disease and I often experience chest pain. I have migraine and I often experience sensitivity to light.",symptom
"For the past few weeks, I have had nasal congestion. I have sinusitis and I often experience nasal congestion. I have asthma and I often experience shortness of breath. I have hypertension and I often experience chest discomfort.",condition
"Recently, I noticed nasal congestion. I have sinusitis and I often experience head pressure. I have migraine and I often experience severe headache. I have heart disease and I often experience shortness of breath.",condition
"For the past few weeks, I have had wheezing. I have asthma and I often experience wheezing. I am allergic to peanuts. I am currently taking metformin.",allergy
I have been experiencing dizziness. I have hypertension and I often experience chest discomfort. I have asthma and I often experience chest tightness. I have heart disease and I often experience fatigue. I am allergic to peanuts.,allergy
"Recently, I noticed nasal congestion. I have sinusitis and I often experience nasal congestion. I have diabetes and I often experience frequent urination. I have thyroid disorder and I often experience fatigue. I am allergic to eggs.",allergy
"For the past few weeks, I have had nausea. I have migraine and I often experience nausea. I am allergic to dust.",allergy
"Recently, I noticed sensitivity to light. I have migraine and I often experience severe headache. I am allergic to peanuts.",allergy
I have been experiencing wheezing. I have asthma and I often experience wheezing. I have sinusitis and I often experience nasal congestion. I am currently taking inhaler.,medication
I am suffering from fatigue. I have diabetes and I often experience fatigue. I have arthritis and I often experience knee pain. I have thyroid disorder and I often experience weight changes. I am allergic to pollen. I am currently taking paracetamol.,allergy
I am suffering from difficulty climbing stairs. I have arthritis and I often experience knee pain. I have heart disease and I often experience shortness of breath. I have migraine and I often experience severe headache. I am allergic to dust.,allergy
I have been experiencing knee pain. I have arthritis and I often experience difficulty climbing stairs. I have hypertension and I often experience dizziness. I have sinusitis and I often experience head pressure. I am allergic to pollen.,allergy
"Recently, I noticed severe headache. I have migraine and I often experience sensitivity to light. I am allergic to seafood.",allergy
I am suffering from joint stiffness. I have arthritis and I often experience difficulty climbing stairs. I have migraine and I often experience nausea. I have hypertension and I often experience chest discomfort. I am allergic to pollen. I am currently taking inhaler.,allergy
"Recently, I noticed shortness of breath. I have heart disease and I often experience shortness of breath. I have migraine and I often experience sensitivity to light. I am allergic to pollen. I am currently taking insulin.",allergy
I am suffering from facial pain. I have sinusitis and I often experience facial pain. I have arthritis and I often experience difficulty climbing stairs. I have thyroid disorder and I often experience fatigue.,symptom
"Recently, I noticed severe headache. I have migraine and I often experience severe headache. I have heart disease and I often experience chest pain. I have arthritis and I often experience joint stiffness. I am currently taking antihistamines.",medication
"For the past few weeks, I have had difficulty climbing stairs. I have arthritis and I often experience joint stiffness. I have diabetes and I often experience frequent urination. I am allergic to milk. I am currently taking ibuprofen.",allergy
I have been experiencing wheezing. I have asthma and I often experience chest tightness. I have thyroid disorder and I often experience mood swings. I have arthritis and I often experience joint stiffness. I am currently taking insulin.,medication
"For the past few weeks, I have had mood swings. I have thyroid disorder and I often experience fatigue. I am allergic to milk.",allergy
"Recently, I noticed fatigue. I have diabetes and I often experience frequent urination. I have migraine and I often experience sensitivity to light. I am currently taking antihistamines.",medication
I have been experiencing fatigue. I have heart disease and I often experience shortness of breath. I have arthritis and I often experience difficulty climbing stairs. I have sinusitis and I often experience nasal congestion. I am currently taking ibuprofen.,medication
I have been experiencing nasal congestion. I have sinusitis and I often experience head pressure. I have arthritis and I often experience joint stiffness. I am allergic to eggs.,allergy
"For the past few weeks, I have had weight changes. I have thyroid disorder and I often experience mood swings. I am allergic to seafood.",allergy
"For the past few weeks, I have had dizziness. I have hypertension and I often experience headache. I am allergic to pollen.",allergy
I have been experiencing mood swings. I have thyroid disorder and I often experience fatigue. I have hypertension and I often experience dizziness. I have sinusitis and I often experience head pressure. I am currently taking insulin.,medication
I have been experiencing chest pain. I have heart disease and I often experience fatigue. I have diabetes and I often experience fatigue.,symptom
"Recently, I noticed wheezing. I have asthma and I often experience shortness of breath. I have arthritis and I often experience joint stiffness. I am allergic to pollen.",allergy
"Recently, I noticed shortness of breath. I have asthma and I often experience wheezing. I have sinusitis and I often experience nasal congestion. I have diabetes and I often experience blurred vision. I am allergic to milk.",allergy
I have been experiencing knee pain. I have arthritis and I often experience knee pain. I have sinusitis and I often experience facial pain. I have heart disease and I often experience chest pain. I am allergic to milk.,allergy
I have been experiencing shortness of breath. I have asthma and I often experience shortness of breath. I have arthritis and I often experience knee pain. I am currently taking ibuprofen.,medication
"For the past few weeks, I have had blurred vision. I have diabetes and I often experience frequent urination. I am allergic to seafood. I am currently taking inhaler.",allergy
"For the past few weeks, I have had wheezing. I have asthma and I often experience wheezing.",condition
"Recently, I noticed headache. I have hypertension and I often experience dizziness. I am allergic to dust.",allergy
I have been experiencing chest discomfort. I have hypertension and I often experience chest discomfort. I am currently taking ibuprofen.,medication
I have been experiencing chest discomfort. I have hypertension and I often experience dizziness. I am allergic to seafood. I am currently taking aspirin.,allergy
"For the past few weeks, I have had nasal congestion. I have sinusitis and I often experience head pressure. I am allergic to seafood.",allergy
"Recently, I noticed joint stiffness. I have arthritis and I often experience joint stiffness. I have heart disease and I often experience chest pain. I am allergic to gluten. I am currently taking inhaler.",allergy
I have been experiencing chest discomfort. I have hypertension and I often experience headache.,condition
I have been experiencing weight changes. I have thyroid disorder and I often experience mood swings. I have diabetes and I often experience blurred vision. I have hypertension and I often experience chest discomfort.,condition
"Recently, I noticed headache. I have hypertension and I often experience headache. I have asthma and I often experience wheezing.",condition
"For the past few weeks, I have had nausea. I have migraine and I often experience sensitivity to light. I have sinusitis and I often experience head pressure. I am currently taking inhaler.",medication
"Recently, I noticed fatigue. I have diabetes and I often experience blurred vision.",condition
I have been experiencing headache. I have hypertension and I often experience chest discomfort. I have arthritis and I often experience knee pain.,symptom
"Recently, I noticed fatigue. I have heart disease and I often experience chest pain. I am allergic to gluten. I am currently taking paracetamol.",allergy
I have been experiencing joint stiffness. I have arthritis and I often experience joint stiffness. I have diabetes and I often experience frequent urination. I am allergic to gluten. I am currently taking ibuprofen.,allergy
I am suffering from nasal congestion. I have sinusitis and I often experience facial pain. I have arthritis and I often experience joint stiffness.,symptom
I am suffering from headache. I have hypertension and I often experience dizziness.,condition
I am suffering from frequent urination. I have diabetes and I often experience blurred vision. I have migraine and I often experience severe headache. I have asthma and I often experience wheezing.,condition
I am suffering from weight changes. I have thyroid disorder and I often experience weight changes. I have sinusitis and I often experience nasal congestion. I have asthma and I often experience shortness of breath.,condition
"Recently, I noticed frequent urination. I have diabetes and I often experience frequent urination. I have heart disease and I often experience chest pain. I have hypertension and I often experience headache. I am currently taking ibuprofen.",medication
"Recently, I noticed sensitivity to light. I have migraine and I often experience severe headache. I have asthma and I often experience shortness of breath. I am currently taking aspirin.",medication
"For the past few weeks, I have had head pressure. I have sinusitis and I often experience nasal congestion. I have arthritis and I often experience joint stiffness. I have diabetes and I often experience fatigue. I am allergic to peanuts. I am currently taking antihistamines.",allergy
"For the past few weeks, I have had mood swings. I have thyroid disorder and I often experience fatigue. I have arthritis and I often experience difficulty climbing stairs. I have asthma and I often experience shortness of breath.",condition
I have been experiencing weight changes. I have thyroid disorder and I often experience mood swings. I am currently taking paracetamol.,medication
"For the past few weeks, I have had dizziness. I have hypertension and I often experience headache. I have diabetes and I often experience frequent urination. I have thyroid disorder and I often experience weight changes. I am currently taking paracetamol.",medication
I am suffering from blurred vision. I have diabetes and I often experience blurred vision. I am allergic to eggs.,allergy
I have been experiencing head pressure. I have sinusitis and I often experience head pressure. I have asthma and I often experience wheezing. I have migraine and I often experience severe headache.,condition
I am suffering from difficulty climbing stairs. I have arthritis and I often experience knee pain. I have asthma and I often experience chest tightness. I am allergic to peanuts. I am currently taking paracetamol.,allergy
"For the past few weeks, I have had knee pain. I have arthritis and I often experience joint stiffness. I am currently taking ibuprofen.",medication
"For the past few weeks, I have had joint stiffness. I have arthritis and I often experience joint stiffness. I have sinusitis and I often experience head pressure. I have heart disease and I often experience shortness of breath. I am allergic to eggs.",allergy
"Recently, I noticed fatigue. I have diabetes and I often experience blurred vision. I have migraine and I often experience severe headache. I have heart disease and I often experience chest pain.",symptom
I am suffering from nasal congestion. I have sinusitis and I often experience nasal congestion. I have diabetes and I often experience fatigue. I have heart disease and I often experience shortness of breath. I am allergic to eggs. I am currently taking ibuprofen.,allergy
I have been experiencing shortness of breath. I have asthma and I often experience chest tightness. I am allergic to dust.,allergy
I am suffering from fatigue. I have thyroid disorder and I often experience fatigue. I have diabetes and I often experience blurred vision. I am allergic to seafood.,allergy
"For the past few weeks, I have had shortness of breath. I have heart disease and I often experience shortness of breath. I have sinusitis and I often experience head pressure. I am allergic to milk. I am currently taking insulin.",allergy
I have been experiencing nasal congestion. I have sinusitis and I often experience facial pain. I have heart disease and I often experience shortness of breath. I have hypertension and I often experience chest discomfort.,symptom
"For the past few weeks, I have had joint stiffness. I have arthritis and I often experience joint stiffness. I have migraine and I often experience severe headache. I have hypertension and I often experience chest discomfort. I am allergic to dust. I am currently taking metformin.",allergy
I have been experiencing chest tightness. I have asthma and I often experience shortness of breath. I have sinusitis and I often experience nasal congestion. I have heart disease and I often experience shortness of breath. I am currently taking inhaler.,medication
"Recently, I noticed head pressure. I have sinusitis and I often experience head pressure. I have heart disease and I often experience shortness of breath. I am allergic to milk. I am currently taking paracetamol.",allergy
"For the past few weeks, I have had dizziness. I have hypertension and I often experience chest discomfort. I have diabetes and I often experience frequent urination.",condition
"For the past few weeks, I have had fatigue. I have thyroid disorder and I often experience mood swings. I have diabetes and I often experience fatigue. I am currently taking aspirin.",medication
I have been experiencing nasal congestion. I have sinusitis and I often experience facial pain. I have thyroid disorder and I often experience mood swings. I am allergic to pollen.,allergy
I am suffering from nasal congestion. I have sinusitis and I often experience head pressure. I have heart disease and I often experience chest pain. I have asthma and I often experience shortness of breath. I am allergic to gluten. I am currently taking inhaler.,allergy
"For the past few weeks, I have had wheezing. I have asthma and I often experience wheezing.",condition
I have been experiencing nasal congestion. I have sinusitis and I often experience facial pain. I have hypertension and I often experience dizziness. I have arthritis and I often experience difficulty climbing stairs.,symptom
I have been experiencing blurred vision. I have diabetes and I often experience blurred vision. I am currently taking insulin.,medication
"Recently, I noticed weight changes. I have thyroid disorder and I often experience fatigue. I have sinusitis and I often experience facial pain.",symptom
I am suffering from severe headache. I have migraine and I often experience nausea. I have diabetes and I often experience frequent urination. I have asthma and I often experience wheezing. I am currently taking metformin.,medication
I have been experiencing shortness of breath. I have asthma and I often experience wheezing.,condition
I have been experiencing fatigue. I have diabetes and I often experience fatigue.,condition
I have been experiencing head pressure. I have sinusitis and I often experience facial pain. I have heart disease and I often experience shortness of breath. I have diabetes and I often experience fatigue.,symptom
I am suffering from frequent urination. I have diabetes and I often experience frequent urination. I have heart disease and I often experience fatigue. I have sinusitis and I often experience nasal congestion. I am allergic to gluten.,allergy
I have been experiencing dizziness. I have hypertension and I often experience chest discomfort. I have heart disease and I often experience fatigue. I am allergic to milk. I am currently taking metformin.,allergy
I have been experiencing frequent urination. I have diabetes and I often experience blurred vision.,condition
"For the past few weeks, I have had fatigue. I have thyroid disorder and I often experience mood swings. I have hypertension and I often experience chest discomfort.",condition
"Recently, I noticed wheezing. I have asthma and I often experience wheezing. I am allergic to dust. I am currently taking ibuprofen.",allergy
"For the past few weeks, I have had weight changes. I have thyroid disorder and I often experience weight changes. I am allergic to dust. I am currently taking ibuprofen.",allergy
"For the past few weeks, I have had weight changes. I have thyroid disorder and I often experience fatigue.",condition
"For the past few weeks, I have had blurred vision. I have diabetes and I often experience frequent urination. I have asthma and I often experience wheezing. I have hypertension and I often experience headache. I am allergic to pollen.",allergy
I have been experiencing blurred vision. I have diabetes and I often experience fatigue. I have asthma and I often experience shortness of breath. I have thyroid disorder and I often experience fatigue.,condition
"Recently, I noticed facial pain. I have sinusitis and I often experience facial pain. I am allergic to peanuts.",allergy
"Recently, I noticed mood swings. I have thyroid disorder and I often experience mood swings. I am currently taking ibuprofen.",medication
"Recently, I noticed severe headache. I have migraine and I often experience severe headache. I have thyroid disorder and I often experience mood swings. I am allergic to dust. I am currently taking metformin.",allergy
I am suffering from shortness of breath. I have heart disease and I often experience chest pain. I am allergic to dust.,allergy
"Recently, I noticed knee pain. I have arthritis and I often experience joint stiffness. I have asthma and I often experience shortness of breath. I am currently taking inhaler.",medication
"For the past few weeks, I have had chest tightness. I have asthma and I often experience wheezing. I have hypertension and I often experience headache. I have sinusitis and I often experience facial pain. I am currently taking metformin.",medication
I am suffering from chest discomfort. I have hypertension and I often experience chest discomfort. I have sinusitis and I often experience nasal congestion. I have heart disease and I often experience shortness of breath. I am currently taking aspirin.,medication
I am suffering from nausea. I have migraine and I often experience sensitivity to light. I have diabetes and I often experience blurred vision. I am allergic to pollen. I am currently taking aspirin.,allergy
"Recently, I noticed fatigue. I have diabetes and I often experience fatigue. I am allergic to pollen.",allergy
"Recently, I noticed fatigue. I have heart disease and I often experience shortness of breath. I am currently taking insulin.",medication
"Recently, I noticed sensitivity to light. I have migraine and I often experience sensitivity to light. I have thyroid disorder and I often experience weight changes. I am currently taking ibuprofen.",medication
I am suffering from fatigue. I have thyroid disorder and I often experience weight changes. I have heart disease and I often experience chest pain. I am allergic to peanuts. I am currently taking aspirin.,allergy
I am suffering from shortness of breath. I have heart disease and I often experience shortness of breath. I am allergic to gluten.,allergy
I am suffering from joint stiffness. I have arthritis and I often experience knee pain. I have migraine and I often experience sensitivity to light. I have hypertension and I often experience dizziness. I am allergic to pollen.,allergy
"For the past few weeks, I have had head pressure. I have sinusitis and I often experience nasal congestion. I am currently taking insulin.",medication
I am suffering from frequent urination. I have diabetes and I often experience fatigue. I am allergic to dust.,allergy
I am suffering from fatigue. I have diabetes and I often experience fatigue. I am currently taking insulin.,medication
"Recently, I noticed sensitivity to light. I have migraine and I often experience nausea. I have thyroid disorder and I often experience mood swings. I have arthritis and I often experience joint stiffness. I am allergic to milk.",allergy
I am suffering from severe headache. I have migraine and I often experience severe headache. I am currently taking antihistamines.,medication
I have been experiencing mood swings. I have thyroid disorder and I often experience weight changes. I have migraine and I often experience sensitivity to light. I have sinusitis and I often experience nasal congestion. I am allergic to gluten.,allergy
I am suffering from nasal congestion. I have sinusitis and I often experience nasal congestion. I am allergic to milk. I am currently taking paracetamol.,allergy
"Recently, I noticed fatigue. I have diabetes and I often experience fatigue. I am allergic to pollen.",allergy
"Recently, I noticed head pressure. I have sinusitis and I often experience facial pain. I have migraine and I often experience nausea. I have heart disease and I often experience shortness of breath. I am currently taking antihistamines.",medication
"For the past few weeks, I have had fatigue. I have thyroid disorder and I often experience weight changes. I have heart disease and I often experience fatigue. I have migraine and I often experience nausea. I am currently taking inhaler.",medication
I am suffering from fatigue. I have thyroid disorder and I often experience weight changes. I have hypertension and I often experience dizziness.,condition
I am suffering from frequent urination. I have diabetes and I often experience fatigue. I have thyroid disorder and I often experience mood swings. I am allergic to dust. I am currently taking ibuprofen.,allergy
I am suffering from blurred vision. I have diabetes and I often experience fatigue. I have arthritis and I often experience joint stiffness. I am currently taking inhaler.,medication
"For the past few weeks, I have had nasal congestion. I have sinusitis and I often experience head pressure. I have hypertension and I often experience headache. I am currently taking paracetamol.",medication
"Recently, I noticed sensitivity to light. I have migraine and I often experience severe headache. I am allergic to milk. I am currently taking metformin.",allergy
I have been experiencing knee pain. I have arthritis and I often experience joint stiffness. I have sinusitis and I often experience head pressure. I have heart disease and I often experience chest pain. I am allergic to eggs. I am currently taking insulin.,allergy
I am suffering from weight changes. I have thyroid disorder and I often experience mood swings. I have heart disease and I often experience shortness of breath. I have hypertension and I often experience dizziness. I am currently taking inhaler.,medication
"Recently, I noticed dizziness. I have hypertension and I often experience dizziness. I have asthma and I often experience chest tightness. I am allergic to dust. I am currently taking ibuprofen.",allergy
I am suffering from shortness of breath. I have heart disease and I often experience chest pain. I have asthma and I often experience shortness of breath. I have migraine and I often experience sensitivity to light. I am allergic to seafood.,allergy
"For the past few weeks, I have had sensitivity to light. I have migraine and I often experience nausea. I have diabetes and I often experience blurred vision. I have thyroid disorder and I often experience weight changes. I am allergic to peanuts.",allergy
"Recently, I noticed sensitivity to light. I have migraine and I often experience nausea. I am allergic to eggs. I am currently taking ibuprofen.",allergy
I have been experiencing shortness of breath. I have asthma and I often experience wheezing. I have sinusitis and I often experience nasal congestion. I am allergic to gluten. I am currently taking paracetamol.,allergy
"For the past few weeks, I have had mood swings. I have thyroid disorder and I often experience mood swings. I am allergic to gluten.",allergy
I am suffering from knee pain. I have arthritis and I often experience joint stiffness. I have heart disease and I often experience shortness of breath. I am allergic to gluten. I am currently taking inhaler.,allergy
I have been experiencing headache. I have hypertension and I often experience chest discomfort. I have thyroid disorder and I often experience fatigue. I have asthma and I often experience chest tightness. I am currently taking metformin.,medication
I am suffering from chest discomfort. I have hypertension and I often experience headache. I have migraine and I often experience severe headache. I have diabetes and I often experience frequent urination. I am currently taking antihistamines.,medication
"Recently, I noticed weight changes. I have thyroid disorder and I often experience fatigue. I am allergic to dust.",allergy
"Recently, I noticed difficulty climbing stairs. I have arthritis and I often experience difficulty climbing stairs. I have diabetes and I often experience blurred vision. I have thyroid disorder and I often experience mood swings. I am currently taking aspirin.",medication
I am suffering from chest pain. I have heart disease and I often experience fatigue. I have thyroid disorder and I often experience weight changes.,symptom
I have been experiencing blurred vision. I have diabetes and I often experience frequent urination. I am allergic to peanuts. I am currently taking aspirin.,allergy
"For the past few weeks, I have had fatigue. I have diabetes and I often experience frequent urination. I have arthritis and I often experience joint stiffness.",condition
"For the past few weeks, I have had joint stiffness. I have arthritis and I often experience joint stiffness. I am currently taking inhaler.",medication
"For the past few weeks, I have had sensitivity to light. I have migraine and I often experience sensitivity to light. I have thyroid disorder and I often experience weight changes. I am currently taking paracetamol.",medication
"Recently, I noticed chest tightness. I have asthma and I often experience wheezing. I have hypertension and I often experience chest discomfort. I have arthritis and I often experience knee pain. I am allergic to pollen. I am currently taking inhaler.",allergy
I have been experiencing joint stiffness. I have arthritis and I often experience knee pain. I am allergic to dust.,allergy
"For the past few weeks, I have had knee pain. I have arthritis and I often experience difficulty climbing stairs. I am allergic to seafood. I am currently taking ibuprofen.",allergy
I am suffering from fatigue. I have thyroid disorder and I often experience fatigue. I have hypertension and I often experience dizziness. I am currently taking metformin.,medication
I am suffering from fatigue. I have thyroid disorder and I often experience weight changes. I am currently taking aspirin.,medication
I am suffering from joint stiffness. I have arthritis and I often experience difficulty climbing stairs. I have heart disease and I often experience fatigue. I am allergic to dust.,allergy
I have been experiencing dizziness. I have hypertension and I often experience chest discomfort.,condition
"Recently, I noticed fatigue. I have heart disease and I often experience fatigue. I have arthritis and I often experience difficulty climbing stairs. I am currently taking aspirin.",medication
I am suffering from dizziness. I have hypertension and I often experience chest discomfort. I have arthritis and I often experience joint stiffness. I am currently taking paracetamol.,medication
"For the past few weeks, I have had chest tightness. I have asthma and I often experience shortness of breath. I have sinusitis and I often experience nasal congestion. I have heart disease and I often experience shortness of breath. I am allergic to peanuts.",allergy
I am suffering from weight changes. I have thyroid disorder and I often experience fatigue. I have migraine and I often experience severe headache. I have diabetes and I often experience fatigue. I am allergic to eggs.,allergy
"For the past few weeks, I have had joint stiffness. I have arthritis and I often experience knee pain. I have diabetes and I often experience fatigue. I am currently taking insulin.",medication
"Recently, I noticed facial pain. I have sinusitis and I often experience facial pain. I have heart disease and I often experience shortness of breath. I am currently taking insulin.",medication
I am suffering from difficulty climbing stairs. I have arthritis and I often experience difficulty climbing stairs.,condition
"Recently, I noticed chest tightness. I have asthma and I often experience shortness of breath. I am currently taking paracetamol.",medication
I have been experiencing head pressure. I have sinusitis and I often experience head pressure. I have hypertension and I often experience headache. I have arthritis and I often experience difficulty climbing stairs. I am allergic to pollen.,allergy
I am suffering from fatigue. I have diabetes and I often experience fatigue. I have thyroid disorder and I often experience weight changes.,condition
I am suffering from shortness of breath. I have heart disease and I often experience fatigue. I am allergic to eggs. I am currently taking antihistamines.,allergy
I am suffering from sensitivity to light. I have migraine and I often experience severe headache. I have asthma and I often experience shortness of breath. I am allergic to gluten.,allergy
"Recently, I noticed blurred vision. I have diabetes and I often experience fatigue. I have hypertension and I often experience headache. I have migraine and I often experience nausea. I am allergic to seafood. I am currently taking insulin.",allergy
"Recently, I noticed blurred vision. I have diabetes and I often experience frequent urination. I am currently taking aspirin.",medication
"For the past few weeks, I have had chest tightness. I have asthma and I often experience wheezing. I am allergic to seafood.",allergy
"Recently, I noticed weight changes. I have thyroid disorder and I often experience fatigue. I have arthritis and I often experience knee pain. I have heart disease and I often experience fatigue. I am allergic to dust. I am currently taking aspirin.",allergy
"For the past few weeks, I have had nausea. I have migraine and I often experience nausea. I am allergic to gluten.",allergy
"Recently, I noticed head pressure. I have sinusitis and I often experience head pressure.",condition
"Recently, I noticed joint stiffness. I have arthritis and I often experience difficulty climbing stairs. I have sinusitis and I often experience nasal congestion. I am allergic to peanuts.",allergy
"For the past few weeks, I have had dizziness. I have hypertension and I often experience headache. I am currently taking metformin.",medication
"For the past few weeks, I have had chest pain. I have heart disease and I often experience chest pain.",symptom
"For the past few weeks, I have had difficulty climbing stairs. I have arthritis and I often experience joint stiffness. I have migraine and I often experience nausea. I have asthma and I often experience chest tightness. I am currently taking aspirin.",medication
"For the past few weeks, I have had fatigue. I have heart disease and I often experience fatigue. I have asthma and I often experience chest tightness. I have hypertension and I often experience dizziness. I am allergic to gluten.",allergy
"For the past few weeks, I have had fatigue. I have diabetes and I often experience blurred vision. I have heart disease and I often experience shortness of breath. I am allergic to milk. I am currently taking antihistamines.",allergy
I have been experiencing weight changes. I have thyroid disorder and I often experience fatigue. I have asthma and I often experience shortness of breath. I have arthritis and I often experience joint stiffness. I am currently taking ibuprofen.,medication
"For the past few weeks, I have had blurred vision. I have diabetes and I often experience blurred vision. I am allergic to pollen.",allergy
I am suffering from weight changes. I have thyroid disorder and I often experience fatigue. I have migraine and I often experience nausea. I have heart disease and I often experience chest pain. I am allergic to pollen.,allergy
"For the past few weeks, I have had facial pain. I have sinusitis and I often experience nasal congestion. I am currently taking paracetamol.",medication
"For the past few weeks, I have had dizziness. I have hypertension and I often experience dizziness. I have thyroid disorder and I often experience fatigue. I have asthma and I often experience wheezing.",condition
"For the past few weeks, I have had difficulty climbing stairs. I have arthritis and I often experience joint stiffness. I have thyroid disorder and I often experience fatigue. I am allergic to eggs.",allergy
I have been experiencing wheezing. I have asthma and I often experience wheezing. I am allergic to pollen. I am currently taking aspirin.,allergy
I am suffering from chest discomfort. I have hypertension and I often experience headache. I have asthma and I often experience chest tightness. I am currently taking aspirin.,medication
I am suffering from weight changes. I have thyroid disorder and I often experience fatigue. I am allergic to gluten. I am currently taking aspirin.,allergy
"For the past few weeks, I have had joint stiffness. I have arthritis and I often experience joint stiffness. I have sinusitis and I often experience head pressure. I have asthma and I often experience chest tightness. I am allergic to seafood. I am currently taking insulin.",allergy
I am suffering from joint stiffness. I have arthritis and I often experience difficulty climbing stairs. I have heart disease and I often experience shortness of breath. I am currently taking antihistamines.,medication
I have been experiencing blurred vision. I have diabetes and I often experience frequent urination. I have hypertension and I often experience headache. I have thyroid disorder and I often experience fatigue.,condition
I have been experiencing chest pain. I have heart disease and I often experience chest pain. I have arthritis and I often experience knee pain. I am currently taking antihistamines.,medication
"For the past few weeks, I have had severe headache. I have migraine and I often experience severe headache. I have hypertension and I often experience chest discomfort. I have heart disease and I often experience shortness of breath. I am allergic to seafood. I am currently taking aspirin.",allergy
I am suffering from facial pain. I have sinusitis and I often experience head pressure. I have hypertension and I often experience dizziness. I have heart disease and I often experience fatigue. I am currently taking paracetamol.,medication
"Recently, I noticed severe headache. I have migraine and I often experience nausea.",condition
"Recently, I noticed chest tightness. I have asthma and I often experience shortness of breath. I am allergic to seafood. I am currently taking ibuprofen.",allergy
"Recently, I noticed sensitivity to light. I have migraine and I often experience sensitivity to light. I have hypertension and I often experience dizziness. I am allergic to peanuts. I am currently taking aspirin.",allergy
"For the past few weeks, I have had chest discomfort. I have hypertension and I often experience chest discomfort. I am currently taking paracetamol.",medication
"For the past few weeks, I have had joint stiffness. I have arthritis and I often experience difficulty climbing stairs. I have sinusitis and I often experience head pressure. I have thyroid disorder and I often experience fatigue. I am allergic to eggs. I am currently taking inhaler.",allergy
"Recently, I noticed joint stiffness. I have arthritis and I often experience knee pain. I have diabetes and I often experience blurred vision. I am currently taking ibuprofen.",medication
I have been experiencing mood swings. I have thyroid disorder and I often experience fatigue. I am allergic to seafood.,allergy
"For the past few weeks, I have had weight changes. I have thyroid disorder and I often experience fatigue. I am currently taking paracetamol.",medication
"For the past few weeks, I have had shortness of breath. I have heart disease and I often experience shortness of breath.",condition
"Recently, I noticed sensitivity to light. I have migraine and I often experience sensitivity to light. I am allergic to seafood. I am currently taking paracetamol.",allergy
"For the past few weeks, I have had difficulty climbing stairs. I have arthritis and I often experience difficulty climbing stairs. I am allergic to seafood.",allergy
"Recently, I noticed severe headache. I have migraine and I often experience sensitivity to light. I have arthritis and I often experience difficulty climbing stairs. I am allergic to peanuts. I am currently taking inhaler.",allergy
I am suffering from difficulty climbing stairs. I have arthritis and I often experience knee pain.,symptom
"For the past few weeks, I have had fatigue. I have heart disease and I often experience fatigue. I have sinusitis and I often experience nasal congestion. I have thyroid disorder and I often experience weight changes. I am allergic to gluten.",allergy
I am suffering from chest pain. I have heart disease and I often experience chest pain. I have arthritis and I often experience difficulty climbing stairs. I am allergic to gluten. I am currently taking metformin.,allergy
I am suffering from weight changes. I have thyroid disorder and I often experience weight changes. I have diabetes and I often experience fatigue. I am currently taking metformin.,medication
I am suffering from knee pain. I have arthritis and I often experience knee pain. I have sinusitis and I often experience head pressure.,symptom
I am suffering from facial pain. I have sinusitis and I often experience nasal congestion. I have migraine and I often experience severe headache.,symptom
I am suffering from chest pain. I have heart disease and I often experience chest pain.,symptom
I am suffering from fatigue. I have heart disease and I often experience chest pain. I have arthritis and I often experience knee pain. I have diabetes and I often experience blurred vision. I am allergic to peanuts.,allergy
"For the past few weeks, I have had joint stiffness. I have arthritis and I often experience knee pain. I have migraine and I often experience severe headache. I have sinusitis and I often experience nasal congestion. I am currently taking ibuprofen.",medication
I have been experiencing chest pain. I have heart disease and I often experience fatigue. I have migraine and I often experience nausea. I have sinusitis and I often experience head pressure. I am currently taking paracetamol.,medication
I have been experiencing fatigue. I have diabetes and I often experience frequent urination. I am currently taking inhaler.,medication
I am suffering from shortness of breath. I have asthma and I often experience shortness of breath. I have hypertension and I often experience dizziness. I am currently taking antihistamines.,medication
"For the past few weeks, I have had joint stiffness. I have arthritis and I often experience joint stiffness. I have diabetes and I often experience fatigue. I have sinusitis and I often experience facial pain. I am allergic to dust.",allergy
I am suffering from nausea. I have migraine and I often experience nausea. I have diabetes and I often experience fatigue.,condition
"For the past few weeks, I have had chest pain. I have heart disease and I often experience shortness of breath. I have arthritis and I often experience difficulty climbing stairs. I have migraine and I often experience severe headache. I am allergic to pollen. I am currently taking ibuprofen.",allergy
I have been experiencing headache. I have hypertension and I often experience headache. I have diabetes and I often experience frequent urination. I am currently taking paracetamol.,medication
"Recently, I noticed weight changes. I have thyroid disorder and I often experience weight changes. I have hypertension and I often experience chest discomfort.",condition
"For the past few weeks, I have had fatigue. I have thyroid disorder and I often experience mood swings. I have migraine and I often experience severe headache. I have diabetes and I often experience frequent urination.",condition
I have been experiencing fatigue. I have diabetes and I often experience frequent urination. I have hypertension and I often experience chest discomfort. I have migraine and I often experience sensitivity to light. I am allergic to gluten.,allergy
I have been experiencing fatigue. I have heart disease and I often experience chest pain.,symptom
